skill_level,accuracy_easy,accuracy_medium,accuracy_hard,avg_response_time,games_played,avg_session_duration
experto,0.871,0.75,0.65,-1.2557362117731667,1.785314358924135,-1.7067907274806269
experto,0.8896455402012038,0.7714057843831905,0.65,-0.851146006994767,1.7277936131085716,-1.0132733092722526
principiante,0.51,0.412,0.255,1.4869221422485874,-0.7087801710404725,-0.8962137954111877
intermedio,0.761,0.562,0.352,-0.1712209802809047,-0.1586122600188678,1.1783136070038172
experto,0.9105833767225991,0.7685465418994879,0.65,-1.2309665662040037,2.0707407847331623,-1.170718913665622
principiante,0.496,0.402,0.285,2.0336612258934466,-0.6904412406730857,1.3431767118314994
principiante,0.653,0.485,0.355,0.9581089301986412,-0.7271191014078593,1.0821434625210025
experto,0.902,0.75,0.65,-1.0585516242291193,2.33548226994574,-0.2367613761004578
principiante,0.734,0.55,0.4,0.7967760858444205,-0.8004748228774066,1.1920521990727908
experto,0.9438319834187304,0.7930183828598026,0.65,-0.8067425576382409,0.382217624826107,-0.4542705379331503
principiante,0.606,0.545,0.342,1.4062557200714767,-0.8004748228774066,0.8760645814863993
intermedio,0.729,0.553,0.366,0.0528524146555132,-0.250306911855802,0.49138400355514
principiante,0.662,0.484,0.346,1.298700490501996,-0.8004748228774066,-1.0335997161009232
experto,0.8956063004131274,0.7518050648425336,0.65,-0.913074151989648,1.3735821512276645,0.8490829714868763
intermedio,0.751,0.649,0.453,-0.1353692370910779,-0.5070519369992175,0.6974628845897431
principiante,0.517,0.415,0.3,1.0477382881732082,-0.8921694747143407,0.010533281141066
experto,0.926,0.75,0.65,-0.879292908279985,-0.3236626333253493,1.0271890942451083
experto,0.8712362046384109,0.75,0.65,-0.8651407988304393,2.4424182265935053,1.5018515947652646
principiante,0.6,0.508,0.367,0.653369113085113,-0.8921694747143407,0.010533281141066
principiante,0.628,0.502,0.4,0.5099621403258054,-0.7271191014078593,-1.48697325437705
intermedio,0.775,0.679,0.53,-0.3056650172427554,-0.4887130066318306,1.2332679752797115
intermedio,0.709,0.55,0.412,-0.4132202468122358,-0.5804076584687647,-0.2092841919625103
experto,0.866,0.75,0.65,-0.8434411650901583,2.4455158521500606,1.5080398166591824
principiante,0.497,0.411,0.296,0.9581089301986412,-0.7271191014078593,-0.1680684157555901
intermedio,0.802,0.603,0.4,-0.4580349257995194,-0.5070519369992175,-0.3191929285142988
intermedio,0.895,0.638,0.488,-0.2249985950656449,-0.2686458422231888,-0.2917157443763518
intermedio,0.857,0.693,0.461,-0.5835160269639136,-0.0852565385493206,-0.4840560333419814
experto,0.8793911398467932,0.75,0.65,-1.2325949047841551,1.903687073811324,-1.5471688773053642
intermedio,0.796,0.616,0.482,-0.3056650172427554,-0.4703740762644438,0.1753963859687484
intermedio,0.851,0.758,0.491,-0.5297384121791732,-0.5987465888361516,1.5080398166591824
intermedio,0.805,0.613,0.412,-0.4938866689893463,-0.0119008170797733,0.2303507542446429
experto,0.966,0.835,0.65,-1.2378103401782536,-0.452035145897057,1.5492555928661027
intermedio,0.897,0.751,0.487,-0.2429244666605583,-0.653763379938312,0.4501682273482192
intermedio,0.887,0.764,0.564,-0.8255152934952448,-0.4153572851622834,1.0684048704520286
principiante,0.603,0.473,0.305,0.653369113085113,-0.8188137532447934,0.0517490573479867
intermedio,0.767,0.639,0.411,-0.0636657507114243,-0.0669176081819337,-0.0169439029968809
principiante,0.707,0.514,0.383,1.5138109496409573,-0.8004748228774066,-0.4977946254109549
experto,0.864443763292645,0.75,0.65,-1.013052433553376,1.0378278752979504,0.3002630511600775
experto,0.9443394614150968,0.75,0.65,-0.8474801953861727,0.2793146542064447,1.0127295640359617
experto,0.945,0.75,0.65,-1.0047740094443791,0.4832503028396708,-1.2671557812734733
experto,0.956,0.859,0.65,-1.354328505545191,0.0797938347571607,1.0134505021761346
intermedio,0.768,0.555,0.35,0.0797412220478832,-0.3603404940601229,-1.2946329654114206
intermedio,0.7,0.603,0.371,-0.2608503382554717,-0.452035145897057,1.1370978307968964
intermedio,0.839,0.648,0.496,-0.5118125405842597,-0.3970183547948965,1.095882054589976
principiante,0.726,0.55,0.4,0.5368509477181758,-0.8004748228774066,-0.854998019204267
principiante,0.627,0.462,0.308,1.8454395741468557,-0.8554916139795671,-0.9786453478250288
intermedio,0.86,0.678,0.473,-0.0726286865088808,-0.2136290511210283,-1.184724228859632
experto,0.93403035800152,0.750658693631619,0.65,-1.0522767361060947,0.9300824761843112,0.7484738749270354
experto,0.9419099180331352,0.7880113210067972,0.65,-1.290326121906176,-0.377284707872737,1.5328862673118842
intermedio,0.84,0.692,0.442,-0.3056650172427554,-0.2136290511210283,1.5217784087281556
experto,0.928272415598512,0.75,0.65,-1.0316606528454957,0.7099859276886079,-1.3308504172729376
experto,0.917825837899544,0.75,0.65,-0.9691161081581658,-0.2827992833278416,0.983134888060928
intermedio,0.722,0.62,0.384,-0.2339615308631016,-0.1035954689167074,-1.088554084376817
intermedio,0.826,0.647,0.407,-0.5118125405842597,-0.7271191014078593,-0.0444210871348279
experto,0.9708370563357116,0.8410169590595898,0.65,-1.1501603944894812,2.174057209365217,-0.6464475280342036
principiante,0.693,0.55,0.4,0.9312201228062712,-0.7637969621426329,-0.1818070078245633
intermedio,0.798,0.63,0.403,-0.2967020814452987,-0.7087801710404725,1.0134505021761346
principiante,0.604,0.451,0.286,0.8684795722240739,-0.8554916139795671,-1.4045417019632087
principiante,0.529,0.392,0.273,1.1284047103503183,-0.8188137532447934,-1.1022926764457908
intermedio,0.754,0.57,0.448,0.0976670936427966,-0.3053237029579624,-0.1268526395486694
principiante,0.719,0.55,0.4,0.2500370021995607,-0.7637969621426329,1.356915303900473
principiante,0.67,0.523,0.321,1.5406997570333274,-0.8188137532447934,0.3127823066584839
principiante,0.593,0.487,0.349,1.0567012239706648,-0.8188137532447934,0.8898031735553731
experto,0.935,0.75,0.65,-1.031662816836749,2.33548226994574,-1.7480065036875472
experto,0.889,0.75,0.65,-1.1481809822036864,2.518871573619608,-0.0306824950658546
intermedio,0.807,0.706,0.553,-0.5387013479766299,-0.3970183547948965,1.4943012245902088
principiante,0.559547767839631,0.4362489853816504,0.3107330627684401,1.0970526229774724,-0.7962980355607299,0.7804327425297987
experto,0.891416206053737,0.7687484055706278,0.65,-1.2168955530270236,-0.1112360401224689,0.9779411283769552
principiante,0.47,0.338,0.27,1.3883298484765634,-0.7087801710404725,-0.9786453478250288
principiante,0.6734078439106138,0.5241136423487457,0.3992809345096874,0.8262113159259902,-0.7322711398188121,-0.8566980056420616
principiante,0.655,0.48,0.376,1.6034403076155246,-0.653763379938312,0.7249400687276901
intermedio,0.767,0.664,0.399,-0.2967020814452987,-0.562068728101378,-1.5694048067908914
intermedio,0.806,0.711,0.438,-0.4938866689893463,-0.4153572851622834,0.91728035769332
experto,0.889,0.75,0.65,-0.7986264861028747,1.98704259296539,0.5051225956241138
principiante,0.647,0.514,0.399,0.5995914983003726,-0.7271191014078593,-0.8412594271352936
principiante,0.539,0.393,0.248,1.4510703990587606,-0.7454580317752462,-1.541927622652944
principiante,0.658,0.55,0.4,0.6264803056927426,-0.6904412406730857,0.7249400687276901
principiante,0.471,0.347,0.255,2.4369933367789987,-0.6904412406730857,-0.0718982712727749
experto,0.9244696948076694,0.75,0.65,-0.765547219772526,0.2467351160287752,1.1826309184212969
intermedio,0.811,0.691,0.489,-0.0547028149139674,-0.7087801710404725,-0.0169439029968809
principiante,0.735,0.55,0.4,1.2628487473121697,-0.8371526836121803,-0.8137822429973465
intermedio,0.88,0.664,0.505,-0.0188510717241405,-0.5437297977339911,1.109620646658949
intermedio,0.732,0.628,0.454,-0.4938866689893463,-0.2869847725905756,-0.1680684157555901
intermedio,0.842,0.607,0.458,0.0080377356682294,-0.1769511903862547,1.1233592387279232
intermedio,0.708,0.55,0.409,-0.1443321728885346,-0.653763379938312,-0.1131140474796956
principiante,0.651,0.539,0.368,1.0118865449833814,-0.8004748228774066,-0.1131140474796956
intermedio,0.803,0.603,0.475,0.1155929652377101,-0.3236626333253493,1.4668240404522617
experto,0.8992880005693831,0.7717284154069456,0.65,-1.1076079838134945,1.2517496102834316,1.423742669277244
principiante,0.531,0.456,0.302,1.334552233691823,-0.8921694747143407,1.4118696721763673
principiante,0.576,0.47,0.36,1.746847280374832,-0.6721023103056989,0.6012927401069285
experto,0.9197094377904348,0.75,0.65,-0.9235155183749858,2.6523884785398453,1.3079916945208072
experto,0.959078417995634,0.75,0.65,-1.0725803013591415,-0.3956737699214686,-1.5628573927595129
experto,0.91453966977378,0.7876944221041148,0.65,-0.8703299724825282,2.173577961463651,1.2944876847228397
intermedio,0.885,0.746,0.51,-0.440109054204606,-0.6721023103056989,1.095882054589976
experto,0.909,0.75,0.65,-0.7807006145079612,0.978401422759115,0.4226910432102723
experto,0.893,0.75,0.65,-1.0047740094443791,2.3171433395783527,-1.1160312685147644
experto,0.958,0.853,0.65,-1.1750697895960565,1.473552542678559,1.4393468563143148
principiante,0.56,0.402,0.286,2.078475904880731,-0.6904412406730857,-1.3358487416183409
intermedio,0.743,0.55,0.371,0.0259636072631428,-0.1219343992840942,-1.1435084526527113
principiante,0.678,0.55,0.386,0.8236648932367905,-0.8188137532447934,0.6425085163138492
principiante,0.662,0.55,0.4,0.8684795722240739,-0.8554916139795671,-1.2808943733424467
principiante,0.739,0.519,0.4,0.2321111306046472,-0.6721023103056989,-1.6793135433426796
intermedio,0.856,0.682,0.518,-0.3146279530402121,-0.4887130066318306,-0.3191929285142988
intermedio,0.739,0.55,0.35,-0.3952943752173226,-0.2686458422231888,0.8211102132105054
principiante,0.64,0.55,0.4,1.468996270653674,-0.6721023103056989,1.4393468563143148
intermedio,0.817,0.644,0.391,-0.3056650172427554,-0.140273329651481,0.0517490573479867
principiante,0.507,0.359,0.249,1.7826990235646591,-0.8921694747143407,-0.3329315205832725
experto,0.8680843869793662,0.75,0.65,-0.9609047743048456,0.0794069430225333,0.538273487564683
principiante,0.666,0.55,0.396,0.4561845255410651,-0.873830544346954,-0.1818070078245633
experto,0.9316458298015876,0.7513229149007937,0.65,-0.8774359703437208,1.1094695846916711,1.4636120678139175
principiante,0.695,0.55,0.4,0.1872964516173638,-0.8188137532447934,1.1370978307968964
experto,0.8989562862110494,0.75,0.65,-1.0432604821766758,2.4455158521500606,1.5479903730440596
intermedio,0.743,0.664,0.493,0.1335188368326235,-0.4153572851622834,-0.4703174412730079
principiante,0.667,0.55,0.4,0.2231481948071907,-0.8371526836121803,1.164575014934844
principiante,0.601,0.427,0.298,2.087438840678187,-0.873830544346954,0.7386786607966639
experto,0.925,0.791,0.65,-0.852404100887615,0.4282335117375104,1.0271890942451083
principiante,0.6044380811775989,0.4670572993560006,0.3046580396688003,1.004580305375133,-0.8507458659165308,0.8791373557469155
principiante,0.518,0.449,0.295,1.7020326013875484,-0.7271191014078593,-1.48697325437705
principiante,0.531,0.435,0.337,2.159142327057841,-0.873830544346954,-0.2367613761004578
experto,0.950361081550958,0.7845810284383137,0.65,-0.9805780555490088,0.5064519762261168,-1.1069428492282738
principiante,0.82,0.55,0.361,1.0477382881732082,-0.653763379938312,0.8211102132105054
experto,0.944830507253314,0.7638984052282596,0.65,-0.9804675677374664,0.492575249877431,-1.285784514916434
principiante,0.537,0.426,0.308,1.2807746189070828,-0.8004748228774066,0.8211102132105054
experto,0.959,0.75,0.65,-1.2288474043807969,2.3904990610479,1.398131080107394
intermedio,0.791,0.587,0.352,-0.2698132740529285,-0.3603404940601229,0.1067034256238807
experto,0.86,0.755,0.65,-0.6731453849384805,1.7119586374545877,-1.3770645178252616
experto,0.9597209905359014,0.8276300509976633,0.65,-1.2189291619407523,0.7129372357708671,-0.8253818306654962
intermedio,0.888,0.756,0.485,-0.5476642837740867,-0.140273329651481,1.5629941849350764
intermedio,0.886,0.656,0.499,-0.189146851875818,-0.6904412406730857,-1.1572470447216852
principiante,0.701,0.55,0.4,1.0835900313630351,-0.6721023103056989,1.604209961141997
principiante,0.5942915500486271,0.5143648742527391,0.3678976954678074,0.9343261672742528,-0.7271191014078593,-0.7737201441927579
principiante,0.715,0.55,0.4,1.5586256286282407,-0.8004748228774066,0.518861187693087
principiante,0.614,0.477,0.379,0.5368509477181758,-0.8004748228774066,0.91728035769332
experto,0.9172700345592044,0.75,0.65,-1.1930581197884933,0.2174955570282974,-0.9435568984593832
principiante,0.481,0.349,0.278,1.9978094827036197,-0.6904412406730857,0.4501682273482192
experto,0.9622452036571998,0.8295578343130237,0.65,-0.9424556458322696,0.8420768153319126,-0.1339867895945633
experto,0.944,0.83,0.65,-1.2288474043807969,2.5372105039869948,1.5767327770040502
principiante,0.6008941015489957,0.5064181280287,0.3650398542964325,0.6647733310413448,-0.8921694747143407,0.0034465331892069
principiante,0.718,0.55,0.4,0.5278880119207189,-0.8004748228774066,-0.4977946254109549
intermedio,0.897,0.68,0.448,-0.440109054204606,-0.3236626333253493,-1.432018886101156
principiante,0.6,0.498,0.349,0.5816656267054592,-0.8188137532447934,1.5355170007971295
intermedio,0.872,0.629,0.497,-0.3684055678249524,-0.7271191014078593,0.0654876494169604
principiante,0.453,0.359,0.285,1.7199584729824615,-0.7271191014078593,0.2990437145895106
principiante,0.71,0.527,0.328,0.6712949846800265,-0.8921694747143407,-0.7725664667904258
intermedio,0.744,0.626,0.473,-0.1981097876732747,-0.2319679814884151,0.3539980828654046
intermedio,0.894,0.707,0.558,-0.350479696230039,-0.5070519369992175,-1.432018886101156
principiante,0.728,0.5,0.309,1.648254986602808,-0.873830544346954,0.2303507542446429
principiante,0.6430568854700995,0.475320676923093,0.3633223965812183,1.7586073569188432,-0.857420367876628,0.6895039890379203
intermedio,0.748,0.555,0.361,0.2769258095919311,-0.5253908673666043,0.5600769639000077
experto,0.9326901157566736,0.75,0.65,-0.8927929459230571,0.7756248473059295,-1.3517728716114987
experto,0.876,0.75,0.65,-1.2557362117731667,-0.3053237029579624,-1.48697325437705
experto,0.967,0.75,0.65,-1.3005508907604506,0.7399953279830863,-1.638097767135759
principiante,0.741,0.55,0.352,0.6802579204774829,-0.7637969621426329,-0.9649067557560554
experto,0.916,0.804,0.65,-1.0944033674189462,0.7399953279830863,0.944757541831267
experto,0.979,0.75,0.65,-1.1661068537986,1.6019250552502668,1.5355170007971295
experto,0.929,0.755,0.65,-0.8344782292927015,-0.0669176081819337,-0.1405912316176426
intermedio,0.707,0.55,0.385,-0.2967020814452987,-0.7087801710404725,-0.4428402571350607
principiante,0.6515541752789937,0.4836271839168487,0.3723728160831513,1.6343250133591931,-0.653763379938312,0.7386439787806898
experto,0.944867302014744,0.6856190436117742,0.65,-0.6930516141146496,1.4602437101075336,0.2155130285645428
experto,0.8895784973258194,0.7645948798247018,0.65,-1.0717543711437718,0.4990981449429653,0.7352041488187345
intermedio,0.737,0.55,0.35,0.2858887453893876,-0.6354244495709253,1.604209961141997
experto,0.858,0.75,0.65,-1.21988446858334,1.98704259296539,-1.5007118464460236
experto,0.8783703143856969,0.7667005308116117,0.65,-0.854524975091566,2.459882970024044,-0.0955551283892305
intermedio,0.755,0.676,0.486,-0.0726286865088808,-0.7271191014078593,-1.2534171892044998
intermedio,0.847,0.64,0.466,-0.3863314394198658,-0.0119008170797733,-0.4977946254109549
experto,0.9154873241771714,0.7714880174138119,0.65,-1.2215469340749006,1.3264143173304912,-1.1454172703476797
experto,0.961,0.75,0.65,-0.9599593304570956,0.7399953279830863,-1.2259400050665528
intermedio,0.889,0.695,0.509,-0.4221831826096925,-0.2686458422231888,0.5463383718310345
intermedio,0.865,0.703,0.529,-0.2608503382554717,-0.5804076584687647,-0.1955455998935371
experto,0.9747271579490528,0.8414627560063733,0.65,-0.906626174356868,0.8545759118901174,-0.2078085749419403
intermedio,0.757,0.594,0.434,-0.4938866689893463,-0.140273329651481,1.095882054589976
principiante,0.527,0.439,0.335,1.495885078046044,-0.7637969621426329,-0.525271809548902
intermedio,0.868,0.613,0.483,0.0080377356682294,-0.3420015636927361,-1.2259400050665528
intermedio,0.854,0.627,0.382,-0.0636657507114243,-0.1769511903862547,1.5904713690730234
principiante,0.684,0.55,0.363,1.2718116831096262,-0.7637969621426329,-1.2671557812734733
intermedio,0.867,0.644,0.402,0.0349265430605998,-0.6170855192035384,0.463906819417193
experto,0.9168072862005712,0.7996665860536427,0.65,-1.2372345797077324,0.0398631431306805,0.6320465014082818
intermedio,0.848,0.756,0.556,-0.4221831826096925,-0.0485786778145469,-1.2671557812734733
principiante,0.6888187329885743,0.5316603186906845,0.3743244461669582,1.2932212442979556,-0.653763379938312,-1.040495175811155
intermedio,0.891,0.668,0.515,-0.6104048343562837,-0.1035954689167074,1.4668240404522617
experto,0.962,0.838,0.65,-1.031662816836749,0.7216563976156996,1.356915303900473
intermedio,0.734,0.599,0.445,0.2410740664021042,-0.2136290511210283,-1.308371557480394
principiante,0.45,0.381,0.302,1.1284047103503183,-0.7271191014078593,0.436429635279246
principiante,0.474,0.353,0.26,0.9043313154139008,-0.6904412406730857,0.2715665304515636
experto,0.859,0.75,0.65,-0.7179600639257642,0.8683678405547941,-1.6793135433426796
principiante,0.6476169633277653,0.5490016310892083,0.3884189206348151,1.2699635424282931,-0.7857976960972148,0.9310413586315532
intermedio,0.773,0.664,0.523,-0.1801839160783614,-0.1952901207536415,1.453085448383288
experto,0.8826723186227716,0.7561344637245543,0.65,-0.8295742185213013,0.165649501014026,0.8738455436841699
